Delta,Gamma,Theta,Vega,Trade_Idx,Strike,Days_To_Expiry
0.5417907770522131,0.0003879005863153805,-12.036958926021473,22.54467573476745,117,23700,21
0.5417907770522131,0.0003879005863153805,-12.036958926021473,22.54467573476745,118,23700,21
0.5013164214577328,0.001263875571666863,-33.734747944392694,6.995819213071858,119,23700,2
0.5409975816594323,0.00042161348138207156,-12.738733447172901,20.750588836022235,120,23550,18
0.5409975816594323,0.00042161348138207156,-12.738733447172901,20.750588836022235,121,23550,18
0.5409975816594323,0.00042161348138207156,-12.738733447172901,20.750588836022235,122,23550,18
-0.4502342269105284,0.0003963106999374416,-6.619232836184449,21.96435321014019,123,22100,23
-0.4502342269105284,0.0003963106999374416,-6.619232836184449,21.96435321014019,124,22100,23
-0.4081615888299084,0.00020344225346214596,-2.5686557085609505,41.1789462314425,125,22100,84
-0.44717226449391323,0.00033824262798290054,-6.166781891950729,25.683790216363988,126,23450,28
-0.44717226449391323,0.00033824262798290054,-6.166781891950729,25.683790216363988,127,23450,28
0.5341854591457195,0.0005149659668528598,-15.141538850942963,17.044031303750536,128,23650,12
0.592778668118218,0.000178980813542919,-7.294721404215817,46.7539938102872,129,24400,89
0.592778668118218,0.000178980813542919,-7.294721404215817,46.7539938102872,130,24400,89
0.5094165095972366,0.0012269495270285865,-34.76894111124546,7.202427971385804,131,24400,2
-0.4204616082384376,0.00022045467081785482,-3.8759278758982467,38.5241007999266,132,24700,58
-0.40547295539982864,0.00018057045549669756,-2.8483237913551434,46.24351434423387,133,24700,85
-0.4633834732158293,0.000696419801919316,-16.64827249137241,12.58947367118983,134,24700,6
-0.42052232293203584,0.00021770599781660837,-4.105416189151087,39.01292226401071,135,25450,56
-0.42052232293203584,0.00021770599781660837,-4.105416189151087,39.01292226401071,136,25450,56
-0.4211342884142468,0.00021974491512349685,-4.161940125025779,38.67511245245531,137,25450,55
-0.4102603758733887,0.00017959519595482545,-2.7698994022052132,46.76260990317392,138,24650,87
-0.4102603758733887,0.00017959519595482545,-2.7698994022052132,46.76260990317392,139,24650,87
-0.4520719724471206,0.0003224802591993588,-6.467448268286479,27.023770216350236,140,24650,28
0.5410134533453523,0.0006478632842827952,-19.859334146676403,13.503861313416017,141,24550,7
0.5410134533453523,0.0006478632842827952,-19.859334146676403,13.503861313416017,142,24550,7
0.5902537216479081,0.00017681760266269648,-7.391826077354164,47.46861898840295,143,24750,89
0.5902537216479081,0.00017681760266269648,-7.391826077354164,47.46861898840295,144,24750,89
-0.45027793076555245,0.00035658353708540837,-8.167831075626045,24.41208746046675,145,25700,21
0.5574499287557275,0.0002854134004926976,-11.185767083314825,30.33920614045503,146,25950,32
0.5574499287557275,0.0002854134004926976,-11.185767083314825,30.33920614045503,147,25950,32
-0.4599070074554189,0.0006084022950571436,-16.143966774027614,14.386515652516348,148,26150,7
0.5147356460656058,0.0006085563850960431,-21.197822623981637,14.509552360599612,149,26300,7
-0.4599070074554189,0.0006084022950571436,-16.143966774027614,14.386515652516348,150,26150,7
0.5102592281702407,0.0008081814157157942,-27.12411230804883,10.933305858629272,151,26200,4
-0.4503975039809557,0.00038134510566877137,-9.10191327553144,22.8286786818041,152,25950,18
-0.4503975039809557,0.00038134510566877137,-9.10191327553144,22.8286786818041,153,25950,18
-0.42259518323605005,0.0002201787013752175,-4.059255208428093,38.65577755244987,154,25200,56
0.544469490017625,0.0016586020769532937,-50.01207466453569,5.264859009131819,155,25350,1
0.544469490017625,0.0016586020769532937,-50.01207466453569,5.264859009131819,156,25350,1
-0.5046500247397452,0.001684095671978648,-44.79419781691573,5.249547394724223,157,25150,-1
-0.5046500247397452,0.001684095671978648,-44.79419781691573,5.249547394724223,158,25150,-1
-0.5046500247397452,0.001684095671978648,-44.79419781691573,5.249547394724223,159,25150,-1
0.5494932392748386,0.000424377399528495,-12.030541949063332,20.51523781603801,160,22700,19
0.5550822547567397,0.00036927706732953544,-10.780080978317342,23.488920303545385,161,22700,25
-0.45622375213060895,0.000377744871564716,-6.30383494220768,23.125901899467934,162,22300,25
0.5885058914900633,0.00018706252537638442,-7.339616109857978,44.9601107281329,163,24100,84
0.5124948780809486,0.0007857693522313896,-22.56243822313734,11.241554831292142,164,24100,5
-0.4778047330402958,0.0007252973115789217,-16.00929147079711,12.153067356485453,165,23800,6
